Customer ID,total_revenue,total_orders,first_purchase,last_purchase,lifespan_days,AOV,Segment
13138,1467.24,7,2010-11-08 11:45:00,2011-11-17 16:51:00,374,209.6057142857143,Champions
13139,8202.98,8,2010-09-28 09:12:00,2011-11-23 13:54:00,421,1025.3725,Champions
13140,1215.68,5,2010-08-05 19:05:00,2011-08-23 15:33:00,382,243.13600000000002,Loyal
13141,7668.58,17,2009-12-09 13:34:00,2011-09-16 09:54:00,645,451.09294117647056,Loyal
13142,307.09,1,2011-11-20 16:07:00,2011-11-20 16:07:00,1,307.09,New customers
13143,405.1,1,2010-05-04 12:22:00,2010-05-04 12:22:00,1,405.1,Lost
13144,135.35,2,2010-10-04 14:14:00,2011-01-11 11:15:00,98,67.675,Lost
13145,1423.52,7,2010-04-19 11:11:00,2011-10-31 12:45:00,560,203.35999999999999,Champions
13146,228.91,1,2011-11-13 15:29:00,2011-11-13 15:29:00,1,228.91,New customers
13147,712.8000000000001,4,2011-09-01 12:28:00,2011-11-29 13:59:00,89,178.20000000000002,Loyal
13148,8621.81,26,2009-12-07 15:26:00,2011-11-10 15:23:00,702,331.6080769230769,Champions
13149,1676.06,4,2011-02-23 13:57:00,2011-11-25 13:09:00,274,419.015,Loyal
13150,449.96999999999997,3,2010-03-19 09:03:00,2010-08-12 12:59:00,146,149.98999999999998,At risk
13151,2580.7400000000002,3,2010-03-22 10:26:00,2011-02-17 12:29:00,332,860.2466666666668,At risk
13152,2146.38,7,2010-01-14 10:01:00,2010-10-18 13:44:00,277,306.6257142857143,At risk
13153,486.22,1,2011-12-04 12:14:00,2011-12-04 12:14:00,1,486.22,New customers
13154,1624.84,3,2009-12-04 08:46:00,2010-11-05 16:00:00,336,541.6133333333333,At risk
13155,1750.18,6,2010-08-05 09:30:00,2011-11-06 15:41:00,458,291.69666666666666,Champions
13156,1586.54,3,2010-02-01 13:45:00,2010-11-19 13:09:00,290,528.8466666666667,At risk
13157,5687.36,9,2010-03-08 11:59:00,2011-10-21 13:50:00,592,631.9288888888889,Champions
13158,1508.18,5,2010-11-16 17:12:00,2011-09-06 11:58:00,293,301.636,Loyal
13159,1437.85,4,2011-08-16 11:44:00,2011-12-01 11:20:00,106,359.4625,Loyal
13160,91.8,1,2011-11-17 13:07:00,2011-11-17 13:07:00,1,91.8,New customers
13161,478.88,2,2010-07-27 12:44:00,2011-01-30 14:03:00,187,239.44,Lost
13162,9275.49,16,2009-12-04 13:59:00,2011-08-09 15:59:00,613,579.718125,Loyal
13163,17.65,1,2010-04-08 16:21:00,2010-04-08 16:21:00,1,17.65,Lost
13164,372.2,2,2010-02-10 11:52:00,2010-05-19 13:52:00,98,186.1,Lost
13165,1451.16,3,2010-10-22 17:04:00,2011-10-24 15:05:00,366,483.72,Loyal
13166,884.18,2,2010-10-21 14:29:00,2011-03-01 15:16:00,131,442.09,Lost
13167,1125.15,5,2010-11-14 12:58:00,2011-11-21 12:24:00,371,225.03000000000003,Champions
13168,1875.31,5,2010-06-15 15:00:00,2011-11-03 12:56:00,505,375.062,Champions
13169,840.08,3,2010-05-26 15:58:00,2011-10-07 12:11:00,498,280.0266666666667,Loyal
13170,116.00999999999999,1,2011-11-13 12:19:00,2011-11-13 12:19:00,1,116.00999999999999,New customers
13171,468.41,3,2011-02-13 14:16:00,2011-11-18 10:27:00,277,156.13666666666668,Loyal
13172,69.6,1,2010-11-04 15:10:00,2010-11-04 15:10:00,1,69.6,Lost
13173,2451.64,10,2009-12-10 12:52:00,2010-12-07 14:30:00,362,245.164,At risk
13174,9494.84,12,2009-12-04 15:40:00,2011-11-23 14:35:00,718,791.2366666666667,Champions
13175,831.45,2,2009-12-04 12:11:00,2010-05-06 13:13:00,153,415.725,Lost
13176,492.84,1,2011-10-24 15:43:00,2011-10-24 15:43:00,1,492.84,New customers
13177,512.2,2,2010-10-05 10:35:00,2011-10-06 09:56:00,365,256.1,Potential loyalists
13178,14059.19,21,2009-12-16 14:00:00,2011-11-13 16:14:00,697,669.4852380952382,Champions
13179,572.3100000000001,1,2010-03-31 11:40:00,2010-03-31 11:40:00,1,572.3100000000001,Lost
13180,86.10000000000001,1,2010-04-11 13:37:00,2010-04-11 13:37:00,1,86.10000000000001,Lost
13181,359.69,1,2010-11-23 15:05:00,2010-11-23 15:05:00,1,359.69,Lost
13182,121.18,1,2011-10-25 13:46:00,2011-10-25 13:46:00,1,121.18,New customers
13183,7036.18,15,2010-03-14 12:32:00,2011-12-02 10:30:00,627,469.07866666666666,Champions
13184,1701.29,10,2011-02-22 17:25:00,2011-11-25 12:02:00,275,170.129,Champions
13185,71.4,1,2011-03-17 11:56:00,2011-03-17 11:56:00,1,71.4,Lost
13186,1575.89,3,2011-08-03 09:09:00,2011-10-31 11:40:00,89,525.2966666666667,Loyal
13187,367.01,4,2010-03-25 17:18:00,2011-01-06 18:57:00,287,91.7525,At risk
13188,114.60000000000001,1,2011-11-28 15:28:00,2011-11-28 15:28:00,1,114.60000000000001,New customers
13189,260.68,2,2011-08-16 13:12:00,2011-11-21 10:39:00,96,130.34,New customers
13190,570.66,3,2009-12-07 12:13:00,2010-06-13 15:47:00,188,190.22,At risk
13191,164.69,1,2010-02-19 17:02:00,2010-02-19 17:02:00,1,164.69,Lost
13192,2558.58,6,2010-01-22 08:37:00,2011-09-05 14:13:00,591,426.43,Loyal
13193,117.88,1,2011-10-09 14:30:00,2011-10-09 14:30:00,1,117.88,New customers
13194,472.78,2,2010-10-14 11:54:00,2011-07-27 09:01:00,285,236.39,Potential loyalists
13195,172.38,1,2010-10-21 13:07:00,2010-10-21 13:07:00,1,172.38,Lost
13196,3068.84,7,2010-04-01 12:54:00,2011-11-28 13:54:00,606,438.4057142857143,Champions
13197,373.01000000000005,1,2010-04-09 09:14:00,2010-04-09 09:14:00,1,373.01000000000005,Lost
13198,4974.2300000000005,8,2010-10-01 13:27:00,2011-11-29 15:17:00,424,621.7787500000001,Champions
13199,16130.85,66,2009-12-05 10:11:00,2011-12-02 08:55:00,726,244.40681818181818,Champions
13200,870.09,4,2011-08-05 14:50:00,2011-11-20 15:35:00,107,217.5225,Loyal
13201,1240.6100000000001,4,2010-03-07 11:01:00,2010-07-25 14:30:00,140,310.15250000000003,At risk
13202,1580.3,7,2009-12-09 10:48:00,2010-11-10 16:24:00,336,225.75714285714284,At risk
13203,2648.25,10,2009-12-17 14:15:00,2011-11-30 10:45:00,712,264.825,Champions
13204,966.6600000000001,1,2009-12-08 14:56:00,2009-12-08 14:56:00,1,966.6600000000001,Lost
13205,2803.2,1,2010-09-22 16:26:00,2010-09-22 16:26:00,1,2803.2,Lost
13206,8377.32,13,2009-12-07 13:48:00,2010-11-04 16:50:00,332,644.4092307692307,At risk
13207,535.86,4,2010-04-06 16:37:00,2011-11-24 14:52:00,596,133.965,Loyal
13208,1988.5,9,2009-12-03 13:25:00,2011-10-12 09:54:00,677,220.94444444444446,Champions
13209,8509.51,13,2010-01-24 14:30:00,2011-11-09 13:54:00,653,654.5776923076924,Champions
13210,353.48,1,2011-09-07 08:18:00,2011-09-07 08:18:00,1,353.48,Potential loyalists
13211,2729.32,10,2009-12-06 15:24:00,2011-11-29 14:43:00,722,272.932,Champions
13212,788.08,3,2011-10-09 14:48:00,2011-11-20 12:40:00,41,262.6933333333333,Loyal
13213,3851.52,11,2010-05-20 14:50:00,2011-10-14 11:42:00,511,350.1381818181818,Champions
13214,3264.23,7,2010-03-03 14:10:00,2010-10-18 10:00:00,228,466.31857142857143,At risk
13215,81.6,1,2010-11-02 18:26:00,2010-11-02 18:26:00,1,81.6,Lost
13216,333.74,1,2011-03-17 12:18:00,2011-03-17 12:18:00,1,333.74,Lost
13217,666.48,4,2010-02-22 12:49:00,2011-08-09 15:32:00,533,166.62,Loyal
13218,62.63999999999999,1,2011-08-04 16:59:00,2011-08-04 16:59:00,1,62.63999999999999,Potential loyalists
13219,76.23,1,2010-03-31 14:18:00,2010-03-31 14:18:00,1,76.23,Lost
13220,1336.0900000000001,5,2010-05-13 10:35:00,2011-09-22 13:38:00,497,267.218,Loyal
13221,847.41,2,2010-12-15 13:24:00,2011-04-13 16:58:00,119,423.705,Lost
13222,88.5,1,2010-05-11 13:54:00,2010-05-11 13:54:00,1,88.5,Lost
13223,969.1200000000001,6,2010-02-12 13:27:00,2011-05-23 13:03:00,464,161.52,At risk
13224,2155.95,2,2011-07-11 14:10:00,2011-10-10 14:55:00,91,1077.975,New customers
13225,14896.87,15,2009-12-17 09:09:00,2011-10-10 14:06:00,662,993.1246666666667,Champions
13226,312.46,2,2010-11-11 13:46:00,2011-03-11 14:35:00,120,156.23,Lost
13227,257.7,1,2011-05-22 11:47:00,2011-05-22 11:47:00,1,257.7,Lost
13228,358.0,1,2011-09-19 14:28:00,2011-09-19 14:28:00,1,358.0,Potential loyalists
13229,160.95,1,2011-04-28 12:07:00,2011-04-28 12:07:00,1,160.95,Lost
13230,5963.5199999999995,29,2010-03-18 20:02:00,2011-11-10 20:01:00,601,205.63862068965517,Champions
13232,1357.6,7,2011-04-10 13:48:00,2011-11-27 10:39:00,230,193.94285714285712,Champions
13233,1176.46,4,2010-01-14 14:10:00,2011-09-26 13:25:00,619,294.115,Loyal
13234,356.95,2,2009-12-07 12:32:00,2010-02-05 11:41:00,59,178.475,Lost
13235,1031.07,1,2011-05-11 17:13:00,2011-05-11 17:13:00,1,1031.07,Lost
13236,744.85,2,2011-08-25 08:58:00,2011-11-15 12:50:00,82,372.425,New customers
13237,643.0,1,2010-11-17 10:07:00,2010-11-17 10:07:00,1,643.0,Lost
13238,1006.63,6,2010-04-28 15:02:00,2011-11-22 15:37:00,573,167.77166666666668,Champions
13239,1594.69,5,2010-07-25 13:34:00,2011-03-23 10:25:00,240,318.938,At risk
13240,1738.52,8,2010-02-25 13:17:00,2011-09-04 14:08:00,556,217.315,Loyal
13241,115.58,1,2010-10-24 11:17:00,2010-10-24 11:17:00,1,115.58,Lost
13242,699.4,7,2010-02-09 13:12:00,2011-08-19 12:53:00,555,99.91428571428571,Loyal
13243,1278.04,5,2010-03-18 13:10:00,2011-05-20 13:14:00,428,255.608,At risk
13244,121.74000000000001,1,2011-09-08 11:46:00,2011-09-08 11:46:00,1,121.74000000000001,Potential loyalists
13245,989.22,2,2010-10-03 14:03:00,2011-10-20 11:40:00,381,494.61,New customers
13246,3387.43,11,2010-07-02 13:36:00,2011-11-21 16:50:00,507,307.9481818181818,Champions
13247,501.12,4,2011-09-18 11:31:00,2011-11-22 10:59:00,64,125.28,Loyal
13248,465.68,2,2011-06-03 13:05:00,2011-08-07 12:40:00,64,232.84,Potential loyalists
13249,1608.93,9,2010-01-24 12:11:00,2011-09-08 13:26:00,592,178.77,Loyal
13250,256.04,2,2010-07-25 14:01:00,2010-09-05 11:33:00,41,128.02,Lost
13251,252.68,1,2010-11-02 13:20:00,2010-11-02 13:20:00,1,252.68,Lost
13252,399.3,2,2010-03-24 10:30:00,2010-11-10 16:00:00,231,199.65,Lost
13253,2951.11,4,2010-01-05 12:13:00,2011-07-06 10:09:00,546,737.7775,Loyal
13254,51.410000000000004,1,2010-11-28 15:42:00,2010-11-28 15:42:00,1,51.410000000000004,Lost
13255,904.46,3,2010-07-15 13:20:00,2011-11-30 13:14:00,502,301.4866666666667,Loyal
13257,149.75,1,2010-09-29 14:58:00,2010-09-29 14:58:00,1,149.75,Lost
13258,1035.18,5,2010-11-04 12:45:00,2011-11-28 09:31:00,388,207.036,Champions
13259,1433.38,9,2010-01-10 10:26:00,2011-10-09 10:48:00,637,159.26444444444445,Champions
13260,557.62,1,2011-10-09 13:21:00,2011-10-09 13:21:00,1,557.62,New customers
13261,944.1,2,2011-02-27 10:41:00,2011-03-16 12:22:00,17,472.05,Lost
13262,573.45,3,2010-04-18 12:14:00,2011-03-21 15:06:00,337,191.15,At risk
13263,8497.34,38,2010-10-22 17:07:00,2011-12-01 11:16:00,404,223.6142105263158,Champions
13264,722.5600000000001,1,2010-09-23 12:42:00,2010-09-23 12:42:00,1,722.5600000000001,Lost
13265,2107.66,5,2011-03-11 09:54:00,2011-10-17 15:02:00,220,421.532,Champions
13266,6135.04,19,2009-12-17 10:52:00,2011-11-28 14:39:00,711,322.89684210526315,Champions
13267,9457.06,35,2009-12-07 16:56:00,2011-11-22 11:04:00,714,270.2017142857143,Champions
13268,3214.69,11,2011-03-17 13:20:00,2011-11-22 11:51:00,249,292.24454545454546,Champions
13269,8558.02,27,2009-12-02 11:47:00,2011-11-28 13:11:00,726,316.96370370370374,Champions
13270,1180.0,1,2010-12-08 14:53:00,2010-12-08 14:53:00,1,1180.0,Lost
13271,217.38,1,2011-11-02 14:31:00,2011-11-02 14:31:00,1,217.38,New customers
13272,276.56,2,2011-09-11 12:06:00,2011-11-08 14:00:00,58,138.28,New customers
13273,138.98,1,2011-08-18 14:02:00,2011-08-18 14:02:00,1,138.98,Potential loyalists
13274,360.85,1,2010-10-26 13:48:00,2010-10-26 13:48:00,1,360.85,Lost
13275,241.66,2,2010-03-17 14:05:00,2010-11-21 12:09:00,248,120.83,Lost
13276,1939.26,5,2010-03-07 14:05:00,2011-10-07 12:44:00,578,387.852,Champions
13277,523.3,7,2010-06-18 08:45:00,2011-11-24 09:21:00,524,74.75714285714285,Champions
13278,1435.85,4,2010-04-08 11:59:00,2011-10-30 11:49:00,569,358.9625,Loyal
13279,137.75,1,2011-09-22 17:24:00,2011-09-22 17:24:00,1,137.75,Potential loyalists
13280,2322.63,7,2010-03-05 09:07:00,2011-08-09 13:14:00,522,331.80428571428575,Loyal
13281,350.85,1,2010-09-26 16:03:00,2010-09-26 16:03:00,1,350.85,Lost
13282,1313.19,4,2010-10-29 14:11:00,2011-11-21 15:33:00,388,328.2975,Loyal
13283,373.36,4,2010-03-09 14:36:00,2011-10-11 09:50:00,580,93.34,Loyal
13284,201.19,1,2011-01-13 09:23:00,2011-01-13 09:23:00,1,201.19,Lost
13285,3364.59,6,2010-03-25 14:26:00,2011-11-16 13:19:00,600,560.765,Champions
13286,734.91,1,2010-04-18 15:35:00,2010-04-18 15:35:00,1,734.91,Lost
13287,781.59,3,2010-01-04 10:43:00,2010-04-15 15:26:00,101,260.53000000000003,At risk
13288,927.61,5,2010-02-11 14:59:00,2010-09-22 16:32:00,223,185.522,At risk
13289,307.95,1,2009-12-16 11:53:00,2009-12-16 11:53:00,1,307.95,Lost
13290,208.63,1,2010-09-27 16:29:00,2010-09-27 16:29:00,1,208.63,Lost
13291,3320.84,11,2010-02-11 18:36:00,2011-07-07 10:36:00,510,301.8945454545455,Loyal
13292,994.51,5,2010-07-01 14:36:00,2011-11-01 10:04:00,487,198.902,Champions
13293,1192.94,6,2010-02-09 12:05:00,2010-11-12 13:28:00,276,198.82333333333335,At risk
13294,1689.53,3,2010-03-03 12:54:00,2011-06-03 08:54:00,456,563.1766666666666,Loyal
13295,1101.97,4,2010-05-12 09:13:00,2010-12-15 11:21:00,217,275.4925,At risk
13296,792.51,6,2010-05-11 14:29:00,2011-07-25 13:46:00,439,132.085,Loyal
13297,4368.62,7,2010-06-15 12:35:00,2011-12-02 09:32:00,534,624.0885714285714,Champions
13299,1218.7,3,2010-06-29 11:30:00,2011-03-16 12:55:00,260,406.23333333333335,At risk
13300,1285.51,3,2010-05-14 15:56:00,2011-06-23 13:09:00,404,428.50333333333333,Loyal
13301,618.09,4,2011-02-20 13:13:00,2011-08-28 11:25:00,188,154.5225,Loyal
13302,159.2,2,2010-07-01 12:32:00,2011-07-07 17:56:00,371,79.6,Potential loyalists
13303,61.72,1,2010-11-04 14:55:00,2010-11-04 14:55:00,1,61.72,Lost
13304,1217.99,4,2010-02-08 12:42:00,2010-12-23 14:35:00,318,304.4975,At risk
13305,3541.5499999999997,15,2010-03-10 14:49:00,2011-11-18 11:07:00,617,236.10333333333332,Champions
13306,53.65,1,2010-10-05 14:55:00,2010-10-05 14:55:00,1,53.65,Lost
13307,273.34,3,2010-04-26 13:28:00,2011-08-11 17:14:00,472,91.11333333333333,Loyal
13308,1670.3700000000001,4,2010-04-22 09:22:00,2011-11-17 09:31:00,574,417.59250000000003,Loyal
13309,1706.3700000000001,6,2010-11-12 12:10:00,2011-12-02 16:34:00,385,284.39500000000004,Champions
13310,1541.2,5,2010-11-02 17:03:00,2011-11-11 17:23:00,374,308.24,Champions
13311,490.11,1,2011-07-12 14:26:00,2011-07-12 14:26:00,1,490.11,Potential loyalists
13312,124.75,1,2010-09-14 14:36:00,2010-09-14 14:36:00,1,124.75,Lost
13313,3445.32,12,2009-12-02 16:18:00,2011-11-17 16:48:00,715,287.11,Champions
13314,589.47,2,2011-09-27 10:20:00,2011-10-07 13:09:00,10,294.735,New customers
13315,310.26,1,2010-01-19 15:34:00,2010-01-19 15:34:00,1,310.26,Lost
13316,13191.57,10,2010-03-10 10:01:00,2011-11-02 13:40:00,602,1319.157,Champions
13317,6486.091,19,2009-12-13 11:11:00,2011-10-04 13:35:00,660,341.3732105263158,Loyal
13318,489.92,2,2011-11-02 13:26:00,2011-12-04 12:17:00,31,244.96,New customers
13319,21773.4,57,2009-12-06 14:46:00,2011-11-22 16:39:00,716,381.98947368421057,Champions
13320,2228.1,6,2010-08-18 10:29:00,2011-09-22 18:07:00,400,371.34999999999997,Loyal
13321,567.36,2,2011-09-14 15:18:00,2011-09-28 15:24:00,14,283.68,Potential loyalists
13322,199.48000000000002,1,2011-11-22 14:21:00,2011-11-22 14:21:00,1,199.48000000000002,New customers
13323,513.0500000000001,4,2011-09-16 13:23:00,2011-12-01 14:36:00,76,128.26250000000002,Loyal
13324,10513.47,18,2010-05-25 10:23:00,2011-11-03 16:28:00,527,584.0816666666666,Champions
13325,675.3,1,2011-09-19 10:36:00,2011-09-19 10:36:00,1,675.3,Potential loyalists
13326,281.76,1,2010-10-03 16:00:00,2010-10-03 16:00:00,1,281.76,Lost
13327,9879.48,20,2009-12-18 15:35:00,2011-11-01 10:21:00,682,493.974,Champions
13328,1308.48,1,2011-01-27 15:22:00,2011-01-27 15:22:00,1,1308.48,Lost
13329,5112.97,8,2009-12-04 15:41:00,2011-11-08 10:29:00,703,639.12125,Champions
13330,2806.18,6,2010-02-23 10:12:00,2011-09-08 12:27:00,562,467.69666666666666,Loyal
13331,262.4,1,2010-11-03 08:04:00,2010-11-03 08:04:00,1,262.4,Lost
13332,350.9,1,2011-11-25 13:30:00,2011-11-25 13:30:00,1,350.9,New customers
13333,1015.74,3,2010-02-19 09:26:00,2010-10-24 13:24:00,247,338.58,At risk
13334,6263.75,5,2010-02-25 12:21:00,2011-09-18 15:21:00,570,1252.75,Loyal
13336,795.12,1,2011-09-23 14:05:00,2011-09-23 14:05:00,1,795.12,Potential loyalists
13337,1575.26,1,2010-06-11 13:27:00,2010-06-11 13:27:00,1,1575.26,Lost
13338,2445.62,4,2010-01-05 12:25:00,2011-07-05 09:06:00,545,611.405,Loyal
13339,860.12,1,2011-05-23 08:31:00,2011-05-23 08:31:00,1,860.12,Lost
13340,22100.56,12,2010-02-22 14:54:00,2011-10-25 13:15:00,609,1841.7133333333334,Champions
13341,775.85,1,2011-03-24 09:50:00,2011-03-24 09:50:00,1,775.85,Lost
13343,353.43,1,2011-06-15 12:24:00,2011-06-15 12:24:00,1,353.43,Potential loyalists
13344,2543.72,3,2011-03-07 10:28:00,2011-10-03 09:45:00,209,847.9066666666666,Loyal
13345,389.5,1,2011-02-25 09:01:00,2011-02-25 09:01:00,1,389.5,Lost
13346,299.4,6,2010-04-22 12:34:00,2010-09-03 11:41:00,133,49.9,At risk
13347,341.36,1,2011-09-30 13:28:00,2011-09-30 13:28:00,1,341.36,Potential loyalists
13348,233.76,1,2011-10-06 17:28:00,2011-10-06 17:28:00,1,233.76,New customers
13349,247.32,1,2011-11-29 08:07:00,2011-11-29 08:07:00,1,247.32,New customers
13350,979.12,2,2011-09-21 13:33:00,2011-11-23 16:33:00,63,489.56,New customers
13351,373.94,1,2011-10-04 12:55:00,2011-10-04 12:55:00,1,373.94,Potential loyalists
13352,397.97999999999996,1,2011-10-10 13:55:00,2011-10-10 13:55:00,1,397.97999999999996,New customers
13354,743.53,1,2011-09-29 13:17:00,2011-09-29 13:17:00,1,743.53,Potential loyalists
13355,674.7,1,2011-08-09 14:48:00,2011-08-09 14:48:00,1,674.7,Potential loyalists
13356,768.24,1,2011-09-20 14:33:00,2011-09-20 14:33:00,1,768.24,Potential loyalists
13357,3838.36,5,2010-03-22 14:30:00,2011-03-27 13:56:00,369,767.672,At risk
13358,439.03,1,2011-03-16 11:52:00,2011-03-16 11:52:00,1,439.03,Lost
13359,1043.31,2,2010-11-01 15:05:00,2011-10-07 09:30:00,339,521.655,New customers
13360,1553.65,4,2010-01-08 11:16:00,2010-10-04 12:37:00,269,388.4125,At risk
13361,1450.5,2,2010-04-01 07:49:00,2010-08-24 14:56:00,145,725.25,Lost
13362,5394.07,7,2010-10-10 15:27:00,2011-11-30 14:41:00,415,770.5814285714285,Champions
13363,1723.86,3,2010-10-26 11:07:00,2011-11-22 12:40:00,392,574.62,Loyal
13364,134.95999999999998,1,2011-09-29 18:13:00,2011-09-29 18:13:00,1,134.95999999999998,Potential loyalists
13365,2225.37,2,2011-05-06 12:00:00,2011-11-06 12:36:00,184,1112.685,New customers
13366,56.160000000000004,1,2011-10-20 13:37:00,2011-10-20 13:37:00,1,56.160000000000004,New customers
13367,510.20000000000005,1,2010-10-04 10:00:00,2010-10-04 10:00:00,1,510.20000000000005,Lost
13368,1121.5,4,2010-10-12 10:43:00,2011-03-28 09:59:00,166,280.375,At risk
13369,616.5600000000001,1,2010-12-09 11:30:00,2010-12-09 11:30:00,1,616.5600000000001,Lost
13370,1509.74,1,2010-12-03 10:26:00,2010-12-03 10:26:00,1,1509.74,Lost
13371,2297.66,2,2010-03-17 15:29:00,2010-07-22 17:33:00,127,1148.83,Lost
13372,378.64,1,2011-09-11 12:46:00,2011-09-11 12:46:00,1,378.64,Potential loyalists
13373,7587.1900000000005,6,2009-12-06 12:34:00,2011-10-10 10:51:00,672,1264.5316666666668,Champions
13374,422.8,2,2010-09-16 10:29:00,2010-10-21 10:04:00,34,211.4,Lost
13375,1792.23,2,2010-09-21 08:12:00,2011-09-12 10:19:00,356,896.115,Potential loyalists
13376,1019.76,3,2011-04-19 13:03:00,2011-09-01 16:16:00,135,339.92,Loyal
13377,1552.88,2,2010-03-04 10:06:00,2010-11-08 12:20:00,249,776.44,Lost
13379,572.56,3,2011-07-26 12:26:00,2011-11-13 13:45:00,110,190.85333333333332,Loyal
13380,62.4,1,2010-10-03 10:18:00,2010-10-03 10:18:00,1,62.4,Lost
13381,8224.37,12,2009-12-01 15:19:00,2011-11-08 11:58:00,706,685.3641666666667,Champions
13382,1387.58,5,2009-12-08 09:56:00,2011-03-04 10:03:00,451,277.51599999999996,At risk
13383,305.28000000000003,1,2010-06-14 11:45:00,2010-06-14 11:45:00,1,305.28000000000003,Lost
13384,6680.83,11,2010-07-27 12:22:00,2011-11-09 11:04:00,469,607.3481818181818,Champions
13385,534.57,1,2011-01-14 09:52:00,2011-01-14 09:52:00,1,534.57,Lost
13386,835.46,2,2010-09-28 13:09:00,2010-10-21 12:52:00,22,417.73,Lost
13387,189.44,1,2010-10-18 14:07:00,2010-10-18 14:07:00,1,189.44,Lost
13388,1185.65,3,2010-04-15 10:18:00,2011-07-31 12:52:00,472,395.2166666666667,Loyal
13389,797.96,3,2011-04-21 12:12:00,2011-11-28 14:01:00,221,265.9866666666667,Loyal
13390,544.08,1,2011-09-26 08:38:00,2011-09-26 08:38:00,1,544.08,Potential loyalists
13391,59.8,1,2011-05-20 10:50:00,2011-05-20 10:50:00,1,59.8,Lost
13392,91.14,1,2010-01-31 13:34:00,2010-01-31 13:34:00,1,91.14,Lost
13393,1131.45,4,2009-12-07 18:12:00,2010-05-05 09:34:00,148,282.8625,At risk
13394,6319.6,18,2009-12-01 11:58:00,2011-10-17 10:17:00,684,351.0888888888889,Champions
13395,1180.23,3,2010-10-14 13:00:00,2011-06-07 15:04:00,236,393.41,Loyal
13396,1360.99,2,2011-01-24 13:37:00,2011-11-10 16:59:00,290,680.495,New customers
13397,3191.87,10,2010-01-20 09:50:00,2011-09-28 10:56:00,616,319.187,Loyal
13398,670.34,2,2010-09-17 09:34:00,2011-05-31 13:17:00,256,335.17,Potential loyalists
13399,275.4,3,2010-07-08 17:47:00,2010-09-01 13:59:00,54,91.8,At risk
13400,310.83,1,2010-05-06 09:00:00,2010-05-06 09:00:00,1,310.83,Lost
13402,1535.13,4,2010-05-24 10:56:00,2011-08-04 15:51:00,437,383.7825,Loyal
13403,229.5,3,2009-12-16 13:23:00,2011-11-22 08:28:00,705,76.5,Loyal
13404,217.81,1,2011-05-11 11:57:00,2011-05-11 11:57:00,1,217.81,Lost
13405,1213.811,6,2009-12-15 14:13:00,2011-09-26 17:01:00,650,202.30183333333332,Loyal
13406,568.92,2,2010-03-18 07:29:00,2010-10-08 14:44:00,204,284.46,Lost
13407,2244.7,3,2010-02-16 11:13:00,2010-05-10 12:41:00,83,748.2333333333332,At risk
13408,50870.622,104,2009-12-04 09:31:00,2011-12-01 14:55:00,727,489.14059615384616,Champions
13410,2201.96,9,2009-12-08 13:43:00,2011-11-15 15:33:00,707,244.66222222222223,Champions
13411,213.55,1,2011-08-24 13:57:00,2011-08-24 13:57:00,1,213.55,Potential loyalists
13412,487.34999999999997,1,2010-03-29 16:28:00,2010-03-29 16:28:00,1,487.34999999999997,Lost
13413,429.44,6,2010-01-21 17:43:00,2010-03-10 12:17:00,47,71.57333333333334,At risk
13414,2494.14,6,2010-04-15 17:00:00,2011-07-29 11:45:00,469,415.69,Loyal
13415,800.67,4,2009-12-11 14:20:00,2010-08-24 11:38:00,255,200.1675,At risk
13416,940.8000000000001,3,2009-12-03 13:02:00,2011-10-27 08:56:00,692,313.6,Loyal
13417,1264.66,5,2010-02-08 12:39:00,2011-05-18 16:26:00,464,252.93200000000002,At risk
13418,12233.6,31,2009-12-11 12:51:00,2011-11-28 10:23:00,716,394.6322580645161,Champions
13419,221.06,1,2011-10-07 12:49:00,2011-10-07 12:49:00,1,221.06,New customers
13420,159.85,2,2011-06-22 11:35:00,2011-07-13 08:48:00,20,79.925,Potential loyalists
13421,4103.12,8,2010-02-14 14:45:00,2011-10-30 14:21:00,622,512.89,Champions
13422,2626.3,1,2011-10-06 13:42:00,2011-10-06 13:42:00,1,2626.3,New customers
13423,217.03,1,2010-10-07 09:02:00,2010-10-07 09:02:00,1,217.03,Lost
13424,572.77,1,2010-09-16 10:49:00,2010-09-16 10:49:00,1,572.77,Lost
13425,3403.63,5,2010-05-09 14:35:00,2011-08-23 17:13:00,471,680.726,Loyal
13426,7875.6,21,2009-12-09 15:16:00,2011-11-29 13:29:00,719,375.02857142857147,Champions
13427,1006.53,6,2009-12-17 13:44:00,2011-11-20 13:02:00,702,167.755,Champions
13428,499.98,3,2010-07-13 13:20:00,2011-11-29 14:20:00,504,166.66,Loyal
13429,1006.8,4,2011-09-25 15:59:00,2011-11-29 09:10:00,64,251.7,Loyal
13430,679.45,2,2011-09-14 14:26:00,2011-11-21 08:19:00,67,339.725,New customers
13431,3316.24,8,2010-02-18 11:53:00,2011-10-03 13:49:00,592,414.53,Loyal
13432,439.1,2,2010-04-06 14:42:00,2010-05-17 13:18:00,40,219.55,Lost
13433,658.3199999999999,4,2010-01-12 08:59:00,2010-07-26 16:55:00,195,164.57999999999998,At risk
13434,1666.8600000000001,5,2010-02-22 09:54:00,2011-09-26 14:30:00,581,333.372,Loyal
13435,4032.9300000000003,8,2010-07-27 16:56:00,2011-11-15 15:23:00,475,504.11625000000004,Champions
13437,3408.06,7,2011-06-02 14:30:00,2011-11-25 14:00:00,175,486.86571428571426,Champions
